"Name","bedding","date of birth","date of death","diet","diet start date","sex","source pen ID","strain","treatment","Unique Mouse ID","genotype","Climb ID"
"JMUS3100","aspen","3/31/2020","7/16/2020","44% fat + fiber","4/13/2020","female","H-1634-18","CAST/EiJ","","JMUS31007987d95ac0b84d97a342e948e71d5ebd","WT",""
"JMUS3101","aspen","3/31/2020","7/13/2020","44% fat + fiber","4/13/2020","female","H-1399-18","CAST/EiJ","None","JMUS1f03d22f71411235f80c5b4dcc61170d","WT",""
"JMUS3109","aspen","2020-03-31","2020-07-14","10% fat + fiber","2020-04-13","female","H-1401-18","CAST/EiJ","None","JMUS2db8e67e601bd90bc6c7e31d220ff04f","WT","3860"
"JMUS3110","aspen","2020-03-31","2020-06-03","10% fat + fiber","2020-04-13","female","H-1401-18","CAST/EiJ","None","JMUS55b3f9057019fe4ef4deba657c04df1d","WT","3861"
"JMUS3119","aspen","3/31/2020","7/15/2020","44% fat + fiber","4/13/2020","male","H-1403-18","CAST/EiJ","","JMUS311998ed9dbc3f911d3a92f8ad9172056f0c","WT",""
"JMUS3120","aspen","3/31/2020","7/15/2020","44% fat + fiber","4/13/2020","male","H-1635-18","CAST/EiJ","","JMUS312031866b5293c17e0a3d735ad92647284c","WT",""
"JMUS3121","aspen","3/31/2020","7/13/2020","44% fat + fiber","4/13/2020","male","H-1403-18","CAST/EiJ","None","JMUS7fdc4b61924c045e158dbfac2364cb1c","WT",""
"JMUS3129","aspen","2020-03-31","2020-07-14","10% fat + fiber","2020-04-13","male","H-1405-18","CAST/EiJ","None","JMUS6328c8e6d691cc9e6c7312ba46104bb3","WT","3880"
"JMUS3130","aspen","2020-03-31","2020-06-03","10% fat + fiber","2020-04-13","male","H-1405-18","CAST/EiJ","None","JMUS24e7b78ff4bf46dbe5a1a559ac70a971","WT","3881"
"JMUS3139","aspen","3/31/2020","7/14/2020","44% fat + fiber","4/13/2020","female","H-1386-18","C57BL/6J","","JMUS3139f2b1a2cdf9ea13b0ade6be0ad4cf07d3","WT",""
"JMUS3140","aspen","3/31/2020","7/16/2020","44% fat + fiber","4/13/2020","female","H-1632-18","C57BL/6J","","JMUS31403da10d3429801ed3f171bc2f7bc65f7c","WT",""
"JMUS3141","aspen","3/31/2020","7/13/2020","44% fat + fiber","4/13/2020","female","H-1386-18","C57BL/6J","None","JMUSde6e690aa62b142f99732b3afa70ed70","WT",""
"JMUS3149","aspen","3/31/2020","7/15/2020","10% fat + fiber","4/13/2020","female","H-1388-18","C57BL/6J","","JMUS314901f4b526165c61674398236c428ca47a","WT",""
"JMUS3150","aspen","3/31/2020","7/13/2020","10% fat + fiber","4/13/2020","female","H-1633-18","C57BL/6J","","JMUS3150cc02202047f02c1c3cf72857cd0edb46","WT",""
"JMUS3151","aspen","2020-03-31","2020-06-03","10% fat + fiber","2020-04-13","female","H-1388-18","C57BL/6J","None","JMUS6e2c5c68ccc95209d75d04adc18294d5","WT","3822"
"JMUS3159","aspen","2020-03-31","2020-07-13","44% fat + fiber","2020-04-13","male","H-1390-18","C57BL/6J","None","JMUSa830bdf286462a5543ab007ba3bd5ee3","WT","3830"
"JMUS3160","aspen","3/31/2020","7/13/2020","44% fat + fiber","4/13/2020","male","H-1390-18","C57BL/6J","None","JMUS756cc4f7dc94435d3a4341b2d1d5d719","WT",""
"JMUS3169","aspen","2020-03-31","2020-07-16","10% fat + fiber","2020-04-13","male","H-1392-18","C57BL/6J","None","JMUS505802d6f56ef077854b475857f6cf39","WT","3840"
"JMUS3170","aspen","2020-03-31","2020-06-03","10% fat + fiber","2020-04-13","male","H-1392-18","C57BL/6J","None","JMUS8c30de8522ac3040a3da244d2f74ee66","WT","3841"
"JMUS3179","alpha-dri","2020-03-31","2020-07-13","10% fat + fiber","2020-04-13","female","H-1407-18","NZO/HlLtJ","None","JMUS4c8ebc7f382a07f2226d547cb71172e1","WT","3890"
"JMUS3180","alpha-dri","2020-03-31","2020-07-14","10% fat + fiber","2020-04-13","female","H-1636-18","NZO/HlLtJ","None","JMUSd52e22d6e5828bce3827ca04539bf22d","WT","3891"
"JMUS3184","alpha-dri","2020-03-31","2020-07-15","44% fat + fiber","2020-04-13","male","H-1409-18","NZO/HlLtJ","None","JMUS6252a19bfebcc9b3228bb0a0d96c0352","WT","3895"
"JMUS3185","alpha-dri","2020-03-31","2020-07-16","44% fat + fiber","2020-04-13","male","H-1637-18","NZO/HlLtJ","None","JMUSe77f77e9155d816fd54fde4b4ac3ac26","WT","3896"
"JMUS3189","aspen","2020-04-07","2020-07-21","10% fat + fiber","2020-05-20","female","H-1687-18","C57BL/6J","None","JMUSeef74b2e683d9c60a9fea273951bb8c8","WT","3904"
"JMUS3190","aspen","2020-04-07","2020-06-10","10% fat + fiber","2020-05-20","female","H-1433-18","C57BL/6J","None","JMUS0106617de32b1ee83b644a50460044a8","WT","3905"
"JMUS3194","aspen","2020-04-07","2020-07-20","44% fat + fiber","2020-05-20","female","H-1688-18","C57BL/6J","None","JMUS8fa5acf4f52ac104d27742ecef035263","WT","3909"
"JMUS3195","aspen","2020-04-07","2020-07-22","44% fat + fiber","2020-05-20","female","H-1434-18","C57BL/6J","None","JMUS9e1f7812c0759351aaa919e920e21807","WT","3910"
"JMUS3209","aspen","4/7/2020","7/22/2020","10% fat + fiber","5/20/2020","male","H-1689-18","C57BL/6J","","JMUS320996d6807922e0551c812f1a736da44485","WT",""
"JMUS3210","aspen","4/7/2020","7/22/2020","10% fat + fiber","5/20/2020","male","H-1690-18","C57BL/6J","","JMUS3210df70c1b7cc0a70676e69f503c15ff9f4","WT",""
"JMUS3211","aspen","2020-04-07","2020-06-10","10% fat + fiber","2020-05-20","male","H-1437-18","C57BL/6J","None","JMUSc7460154a2770be2cc102579f75ebb3b","WT","3926"
"JMUS3214","aspen","4/7/2020","7/21/2020","44% fat + fiber","5/20/2020","male","H-1691-18","C57BL/6J","","JMUS32147fd7749eecf436fe442fd1ea7fac8b95","WT",""
"JMUS3215","aspen","4/7/2020","7/23/2020","44% fat + fiber","5/20/2020","male","H-1692-18","C57BL/6J","","JMUS3215161ee4fa1d309267999f4fabeed9b3b8","WT",""
"JMUS3216","aspen","2020-04-07","2020-07-22","44% fat + fiber","2020-05-20","male","H-1438-18","C57BL/6J","None","JMUS58df9cf06b80b869dabfa981e0d2e7ce","WT","3931"
"JMUS3229","aspen","4/7/2020","7/21/2020","10% fat + fiber","5/20/2020","female","H-1693-18","CAST/EiJ","","JMUS32295c1db004e3409911fbd53bfb24880d59","WT",""
"JMUS3230","aspen","4/7/2020","7/22/2020","10% fat + fiber","5/20/2020","female","H-1694-18","CAST/EiJ","","JMUS323003101a11e79b24702d208d94668fff46","WT",""
"JMUS3231","aspen","2020-04-07","2020-07-22","10% fat + fiber","2020-05-20","female","H-1415-18","CAST/EiJ","None","JMUS788cd4bd78ed2a6be8aa1297c2adb99d","WT","3946"
"JMUS3234","aspen","2020-04-07","2020-07-20","44% fat + fiber","2020-05-20","female","H-1695-18","CAST/EiJ","None","JMUS6f6a023bb1f17de1b9c8995f8af49d7f","WT","3949"
"JMUS3235","aspen","2020-04-07","2020-07-22","44% fat + fiber","2020-05-20","female","H-1417-18","CAST/EiJ","None","JMUSebae7dd78b31014865ea6645ff4dfbe5","WT","3950"
"JMUS3249","aspen","2020-04-07","2020-06-16","10% fat + fiber","2020-05-20","male","H-1696-18","CAST/EiJ","None","JMUS72c2807953b2990ec34a3ec657681830","WT","3964"
"JMUS3250","aspen","4/7/2020","7/20/2020","10% fat + fiber","5/20/2020","male","H-1697-18","CAST/EiJ","","JMUS3250e30c742cbe48e54f92d5b597e32863cb","WT",""
"JMUS3251","aspen","2020-04-07","2020-06-08","10% fat + fiber","2020-05-20","male","H-1423-18","CAST/EiJ","None","JMUSe2c4aea6beb634caa63c2a76907b3a87","WT","3966"
"JMUS3254","aspen","2020-04-07","2020-07-23","44% fat + fiber","2020-05-20","male","H-1698-18","CAST/EiJ","None","JMUS27829105239e768847965913ab4c5528","WT","3969"
"JMUS3255","aspen","2020-04-07","2020-07-22","44% fat + fiber","2020-05-20","male","H-1424-18","CAST/EiJ","None","JMUSf41dead1971c6306fea9076d189dba1d","WT","3970"
"JMUS3269","alpha-dri","2020-04-07","2020-07-20","44% fat + fiber","2020-05-20","female","H-1699-18","NZO/HlLtJ","None","JMUS20e127ba39ed45e2abeeaebdb7598d59","WT","3984"
"JMUS3270","alpha-dri","2020-04-07","2020-07-23","44% fat + fiber","2020-05-20","female","H-1700-18","NZO/HlLtJ","None","JMUS0482bef521e97e46481d2de16d62412a","WT","3985"
"JMUS3274","alpha-dri","2020-04-07","2020-07-21","10% fat + fiber","2020-05-20","male","H-1701-18","NZO/HlLtJ","None","JMUScafd61d238c515b3a017bc5cf56da2ad","WT","3989"
"JMUS3275","alpha-dri","2020-04-07","2020-07-22","10% fat + fiber","2020-05-20","male","H-1702-18","NZO/HlLtJ","None","JMUSaa64fde0770b703eb4a8d971c7b01ebe","WT","3990"
"JMUS3276","alpha-dri","2020-04-07","2020-06-10","10% fat + fiber","2020-05-20","male","H-1429-18","NZO/HlLtJ","None","JMUS90066643820217dcf1a84199df28a176","WT","3991"
"JMUS602","aspen","2019-08-17","2019-11-20","44% fat + fiber","2019-09-20","female","null","C57BL/6J","None","JMUSb57c7b1caa864494927f993a1c2b5828","WT","323"
"JMUS603","aspen","2019-08-17","2019-11-20","44% fat + fiber","2019-09-20","male","null","C57BL/6J","None","JMUS655d6725139e07e1bdd23c86f1bb2433","WT","326"
"JMUS604","aspen","2019-08-20","2019-11-20","10% fat + fiber","2019-09-20","female","null","C57BL/6J","None","JMUS35d7525d9e51f32cc767ce14750fc8b1","WT","331"
"JMUS605","aspen","2019-08-20","2019-11-20","10% fat + fiber","2019-09-20","male","null","C57BL/6J","None","JMUS24a825c1849bc475f90fefad50db5ed6","WT","333"
"JMUS606","aspen","2019-08-17","2019-11-20","44% fat + fiber","2019-09-20","female","null","C57BL/6J","None","JMUS1e678086ea29219dec9d33da2a3dc213","WT","325"
"JMUS607","aspen","2019-08-17","2019-11-20","44% fat + fiber","2019-09-20","male","null","C57BL/6J","None","JMUSef5eeda26ab9a2e89f72e9fa42e51e86","WT","327"
"JMUS608","aspen","2019-08-20","2019-11-20","10% fat + fiber","2019-09-20","female","null","C57BL/6J","None","JMUS6495c9d0f253440a078624db8cab3f5c","WT","332"
"JMUS609","aspen","2019-08-20","2019-11-20","10% fat + fiber","2019-09-20","male","null","C57BL/6J","None","JMUS65b3811f64ec1ef2d20f9b0b09d65d5c","WT","334"
"JMUS610","aspen","2019-08-24","2019-12-09","10% fat + fiber","2019-10-03","female","null","CAST/EiJ","None","JMUSd2b06d30574550bfbc7b7b6f46ca54b1","WT","503"
"JMUS611","aspen","2019-08-24","2019-12-09","10% fat + fiber","2019-10-03","female","null","CAST/EiJ","None","JMUSc4e919d5aa85db37d967efc5c9d24b80","WT","504"
"JMUS612","aspen","2019-08-24","2019-12-09","10% fat + fiber","2019-10-03","male","null","CAST/EiJ","None","JMUS971cd8d8221ac9b3a93ca52d13915bc5","WT","505"
"JMUS613","aspen","2019-08-24","2019-12-09","10% fat + fiber","2019-10-03","male","null","CAST/EiJ","None","JMUS69d3b64d7a63bf5a50cbb748d972375f","WT","506"
"JMUS614","aspen","2019-07-13","2019-12-09","44% fat + fiber","2019-09-11","female","null","CAST/EiJ","None","JMUSd3c0aa3c5f0241957d031e3de91d2202","WT","273"
"JMUS615","aspen","2019-07-13","2019-12-09","44% fat + fiber","2019-09-11","female","null","CAST/EiJ","None","JMUSe1bb3667b9d3803e7f4a7e2d6dcaa72d","WT","274"
"JMUS616","aspen","2019-07-13","2020-02-07","44% fat + fiber","2019-09-11","male","null","CAST/EiJ","None","JMUSbc40cd6672869227210ee3b64bed073f","WT","275"
"JMUS617","aspen","2019-07-13","2020-02-07","44% fat + fiber","2019-09-11","male","null","CAST/EiJ","None","JMUS5c559f9c599978d7e99103214f27dea1","WT","276"
"JMUS618","aspen","2019-07-13","2020-02-07","44% fat + fiber","2019-09-11","male","null","CAST/EiJ","None","JMUSf570e90608fa5e00b32eb6fe6146dd38","WT","277"
"JMUS796","aspen","2019-10-14","2020-01-28","10% fat + fiber","2019-11-26","female","null","CAST/EiJ","None","JMUS6725bc01de5309e904ea2daede58940c","WT","1019"
"JMUS797","aspen","2019-10-14","2020-01-28","10% fat + fiber","2019-11-26","female","null","CAST/EiJ","None","JMUS2b448d368dda2c01e7fdfef6723bc3e4","WT","1020"
"JMUS798","aspen","2019-10-17","2020-01-29","44% fat + fiber","2019-11-26","female","null","CAST/EiJ","None","JMUS5f0d9bd19f43fc78356fd2237dafaf7e","WT","1021"
